Package name,Reviewer name,Review,Rating
com.paprbit.dcoder,Akshat Hatwal Rakesh Chandra,Best ide must recommend,5
com.paprbit.dcoder,Khushboo Borasi,This aap is very helpful and easy to use.,5
com.paprbit.dcoder,Abdulla Moulana,Best app for coding,5
com.paprbit.dcoder,icarus,"AGAIN, EVEN ON NEW UPDATE! it's stucked on first logo. can't enter the app. Samsung A71. nah, it's not about network or IP/ISPs. tried with 4G & WiFi & connected to VPN from different countries. app won't load. just a image with a logo stuck for more than 5 minutes. fix it please! :|",1
com.paprbit.dcoder,Gopal 9 C Roll no 20,It is very useful,5
com.paprbit.dcoder,Yang Xing,If projects will be saved locally I will give 5 stars,4
com.paprbit.dcoder,ajaykumar mandal,Nice app,5
com.paprbit.dcoder,Xor Owl,Requires making an account and logging in.,1
com.paprbit.dcoder,shabana khatoon,Best app for coding I am learning with it that is great to learn all languages,5
com.paprbit.dcoder,C Ny,The best app for writes and compile any code program. <3,5
com.paprbit.dcoder,Ian,"Great app, I wish it supported libraries and runtime environments",5
com.paprbit.dcoder,crick news,App is good but after using my 200 points now i have to buy,3
com.paprbit.dcoder,Dimpi Thapa,Good app 💕,5
com.paprbit.dcoder,Animesh Nim,"Loved It! I've only used the android version of the app and it's amazing. I have a really good experience of coding on a smartphone. The app is easy to use and works flawlessly. I highly recommend this app to a beginner who wants to get an idea of coding or someone who wants to learn to code and didn't have a PC. The experience is a little bit different as compared to a PC but it is good enough and if you don't have a laptop, this app does a really good job.",5
com.paprbit.dcoder,Susan Maharjan,This is best app but it will be more nice if I could do coding offline also.,4
com.paprbit.dcoder,Nirakar Mandala,It is the most important thing that those students are beginners so they can easily learn all type of language,5
com.paprbit.dcoder,Joel James,Good,4
com.paprbit.dcoder,DMP D,I love it,5
com.paprbit.dcoder,Plus Studios,Best app but need 2.0 compiler for free plz,4
com.paprbit.dcoder,GOKUL .k,it is very usefull for all students,5
com.paprbit.dcoder,عبدالرحمن احمد,Great!!!!,5
com.paprbit.dcoder,A H M E D,Great work to all the team,5
com.paprbit.dcoder,Shaikh. S.A.N,"best app to code or learn coding on mobile , just loved it",5
com.paprbit.dcoder,Wuide Miya Louis,great app,5
com.paprbit.dcoder,Aasma Ansari,Excellent 👌👌👌👌 opi same computer,5
com.paprbit.dcoder,LE-01_Soumya Ranjan,What about Angular ??,1
com.paprbit.dcoder,Mark Noel Benavidez,great!!!,5
com.paprbit.dcoder,Suvro Suvro,not bad,4
com.paprbit.dcoder,akshit Chotaliya,Best application for coder and projects,5
com.paprbit.dcoder,sathish A,Obviously very useful app ever I sea to code,5
com.paprbit.dcoder,Mansh Maurya,i can not find inch botton to create table,4
com.paprbit.dcoder,MORRISON UROMBO,This is so cool with loads of languages.,4
com.paprbit.dcoder,RAHUL RAJPUT,I am beginner this app is soo useful for me,5
com.paprbit.dcoder,Saloni Joshi,Good app,5
com.paprbit.dcoder,Rajesh Kakarla,Wonderful app ...,4
com.paprbit.dcoder,Rajib Mahmud,So glad,5
com.paprbit.dcoder,SAMIRAN PATRA,best compiler for mobiles and tablets loved it .,5
com.paprbit.dcoder,Rey D,"Was looking for an app to see code and terminal at the same time. This app does that but all the unnecesary extra fluff (request for login, getting emails everytime I save something, etc...) turned me off really quick. Uninstalled.",1
com.paprbit.dcoder,Amit Meena13,Nice 👍🙂,5
com.paprbit.dcoder,Atharva,Love it!,5
com.paprbit.dcoder,Shoaib khan,It should be more Better,3
com.paprbit.dcoder,Sahil Kumar,Everything is there in app...Best app👍👍👌,5
com.paprbit.dcoder,Jesse Wright,Owsome,5
com.paprbit.dcoder,Amit Yt HuB,It is very useful app for coding and i feel it really gives you better experience for coding...,4
com.paprbit.dcoder,Md Rizvi Hassan Ansari,The best part of this app is that it has a challenges section which contains very interesting programs to practice and develop ones logic skills.,5
com.paprbit.dcoder,Saurabh uzumaki,not compiling code .,1
com.paprbit.dcoder,lakshmi soma sri ramisetty,Only dissapoint is no option to zoom screeen,4
com.paprbit.dcoder,Akbar Surya,"I try creat simple html css js project using template, but the CSS is doesn't work, I tried to link in head, Then try styling in head But css still not work",3
com.paprbit.dcoder,Darío Jiménez,"Impressive app to program in your phone, several languages, big community, challenges...really useful.",5
com.paprbit.dcoder,Kearney Boys,I don't see why this doesn't have offline support. There are 0 usecases for this app if there's no offline support.,2
com.paprbit.dcoder,Taksh Bhatt,"You can install it without thinking any time because it doesn't matter which programming language you learnt,it has each and every language and you can create your program with any language.",5
com.paprbit.dcoder,Labaron West,Love it,5
com.paprbit.dcoder,Shankar Sen,"Upgrade python to 3.9.6. Since long you are running backdated version. Despite several pings, changes not yet made. Switching to Replit.",1
com.paprbit.dcoder,Ethel Immaculate Muzanenhamo,Amazing um super grateful to gave such an app it saves the hustle for mist programmers,5
com.paprbit.dcoder,Simon R.,Really nice UI and UX Please make the app more popular... Give the users the opportunity to download offline compilers for the preferred language.,3
com.paprbit.dcoder,Helen -RGS,Best of the best,5
com.paprbit.dcoder,Sumer Bhosale,Very nice aap easy too use for biggner programs use low storage i am happy with this aap,4
com.paprbit.dcoder,azubuike njoku,Lovely and user friendly. Has most of the features other apps lack. I have been looking for a good mobile app that I could use for practicing algorithms in environments where I may not be permitted to use a laptop. I tried several apps but they all lacked one feature or another. Dcoder app was just perfect and I have been using it ever since.,5
com.paprbit.dcoder,Jayesh Prajapati,🇮🇳⛳,2
com.paprbit.dcoder,Lethukuthula Mzimela,This app is great try it specially if you're still studying coding I give it a thumbs up.,5
com.paprbit.dcoder,Ogar Michael,Is a Best app i have ever seen,5
com.paprbit.dcoder,Sachin Rajput,🔥 ❄️,5
com.paprbit.dcoder,Prakash Chaulagain,Best App For coding in smartphones.,5
com.paprbit.dcoder,Faraz Fara,Its so helpful for studies and its helpful for (computer) coding also 😇😇,5
com.paprbit.dcoder,MJ.DNL. GAMERS,Superb,5
com.paprbit.dcoder,Pranav Prakash,Nice application for coders,5
com.paprbit.dcoder,Gnana Guru,\very very super,5
com.paprbit.dcoder,Tota Kalyan,"Best app ,I really like it",5
com.paprbit.dcoder,Jaykumar Rajput,Good app,5
com.paprbit.dcoder,Shafaraz Khurshid,I cnt find debug option in c program please help rest compiler is good.,4
com.paprbit.dcoder,Jaga Mass,"The UI was really super,code easy to compile,.",4
com.paprbit.dcoder,TEAM DRAGONS,"Great app having 100% valid Reault just need one more future that a use can access coding ducuments offline, app does not work without internet or wifi",5
com.paprbit.dcoder,CHEVULA .RAGHAVENDRA RAO,Best app for students who don't have computers or laptops,5
com.paprbit.dcoder,Sowmiya,Good,5
com.paprbit.dcoder,Fyqq,Nice,5
com.paprbit.dcoder,Tej Pratap Mishra,Dear Sir/Ma'am your app is just wow!!.. At the beginning of my session I was very much tensed about my programing exam.. But this application helped me a lot to come out this problem.... Thanku so much.. 👌👌,4
com.paprbit.dcoder,10M views,Nice app,5
com.paprbit.dcoder,Ansh R saxena,Very very easy and usefull,5
com.paprbit.dcoder,Santosh Kumar,Amazing,3
com.paprbit.dcoder,MBR Makwana,"Best app for coding online. You can code Java, c language, html, python and most of language. You also save file locally.",5
com.paprbit.dcoder,Adarsh Pathade࿐,A really awesome compiler for all types of programming languages.,5
com.paprbit.dcoder,Arun SK,Best app,5
com.paprbit.dcoder,White Devil,Good app 👍👍,5
com.paprbit.dcoder,Shakhawat Hossain,it's really a useful and very good for program practice.,5
com.paprbit.dcoder,Sunil Pawar,Dcoder is great for coding applications. I have tried to install and use a lot of applications from the play store but I really like the Dcoder application out of all the applications. Dcoder This application is very easy to use and has a lot of features.,5
com.paprbit.dcoder,Kaz,Wonderful IDE and Compiler. Would like for you to add HTML and CSS auto-completion suggestions as in VS Code if possible,5
com.paprbit.dcoder,Rachdi Amine,Amazing 💐,5
com.paprbit.dcoder,Yash Singh,Vhb,5
com.paprbit.dcoder,ivan claassen,it does sumtimes add code to my files but it is otherwise great,4
com.paprbit.dcoder,Kuljeet 22,💥💥,5
com.paprbit.dcoder,mohamed nujufas,Requires internet to start,1
com.paprbit.dcoder,Karthika Rowdy Baby,Great App For Beginners Guys!! Good To Go!!! ❤️❤️❤️,5
com.paprbit.dcoder,Andrew Mcquinn,"The best compiler for Android, smooth and fast!",5
com.paprbit.dcoder,Tejas Tayde,This is much better for Practice every coder should prefer this You can get Good results in your programing,5
com.paprbit.dcoder,lildavegoth,ntab jiwa,5
com.paprbit.dcoder,Tanvir Amin,Love to the developer ❤️,5
com.paprbit.dcoder,BISWAJEET PATRA,It is not working well in iteration pograming,2
com.paprbit.dcoder,Saiprakash Sai,Liked the interface verymuch,5
com.paprbit.dcoder,RISHON A.P,good,5
com.paprbit.dcoder,vishu,its fantastic for who can't afford pc or laptop but wants to learn coding,5
com.paprbit.dcoder,Digital Duniya,5star_~******,5
com.paprbit.dcoder,Gomathi Kutty,"It very useful app in online class, easy to find output and easy to type and one happy almost it not come ads.",5
com.paprbit.dcoder,Esad Musiic,very good and professional looking thanks,5
com.paprbit.dcoder,Rafi Syauqi,"Good app, i am learn coding in this app",5
com.paprbit.dcoder,Mayank M Jain,Helped very much !!!,5
com.paprbit.dcoder,Black LIGHT,U can't use many important feature without paid.Mobile will getting hot too much during code. Rubish,1
com.paprbit.dcoder,Harsh Gaur,This app is good for middle class programmes like me who can not afford expensive laptop or PC. But i have a small request can you guys please add text suggestion intelligence like VS Code.,4
com.paprbit.dcoder,farzana reza,Very thought ful app . But would love to have an offline version too . Love ❣️ user,5
com.paprbit.dcoder,Noel Varughese Abraham,"This is an amazing app for those who can't afford a laptop for programming or web development.It supports all the languages like Python,Ruby,C++,Java,C, etc.I am studying web development and I am able to use languages like HTML,CSS and Javascript without any issue.It also allows me to test my webpage with chrome directly from the app.Even though it is a onilne compiler, I doesn't felt any issue in my tablet with 1GB RAM.It works perfectly in any device for sure.",5
com.paprbit.dcoder,Minhazul Islam,Can any Bangladeshi user tell me how to do the monthly payment method Or any developer,1
com.paprbit.dcoder,IAmOkButIHaveCorona,Great app no disruptive ads,4
com.paprbit.dcoder,Dady Nasser,It's good improvise we need some features,5
com.paprbit.dcoder,Hasley India,Fake hai,1
com.paprbit.dcoder,Narendra Patne,Extraordinary! Most of coding languages are supported in Dcoder along with cloud servers. Our programs are saved in cloud forever. Nice Themes and UI . Lots of features and most recommended for coding on smartphones .,5
com.paprbit.dcoder,Ronald Gakere,Very helpful and useful.,5
com.paprbit.dcoder,Andreas Toth,"Very nice little app. Haven't tested it enough, though, to give it 5 stars. One bug I have found, though, is with its optional keyboard which doesn't know to theme the navigation bar when that's enabled. This is highly irritating as the bar on a darke mode system glares at you but also causes bad burn-in on AMOLED screens like mine. This must be fixed.",4
com.paprbit.dcoder,CR7 BOY,"This app us very good for practicing of coding like html,c+,css,java,python etc and it has best features and no found any bugs in this app.",5
com.paprbit.dcoder,Climax Yumnam,This an amazing app I think this is the one and only app for mobile coding,5
com.paprbit.dcoder,Gajju Gamerz,This app OMG it's the best app for students in android. It makes programing a cup of tea. If u don't have computer so this Is the best app for coding. And I've given it 5 stars because it can run on Android tv also. Which makes it the best.❤️❤️❤️❤️,5
com.paprbit.dcoder,Himesh Patel,👍👍👍👍👍👍👍👍,5
com.paprbit.dcoder,Udit Tatisar,Best compiler available online,5
com.paprbit.dcoder,Neetu Soni,Nice,5
com.paprbit.dcoder,Jamaludeen Jamaludeen,its just waste it say to get premium as it even cannot able to store 4 byte int into it....,1
com.paprbit.dcoder,Coder Ar,Everything is good but add intellisense and make that we can actually use the terminal.,4
com.paprbit.dcoder,One Place,"Nice compatibility, I am happy with the performance of app nice community and less storage space.A whole ide for many languages in 1 app. Very nice. Just 1 thing I need to get fixed is when I write js and create a template as Input text is my name.but when I run that it dosent work.only the string gets printed and input value dosent.i tried to write the same code in my pc and it worked so well.please try to fix this. And 1 more. Please add the pip function of python in terminal. Else very nice.",5
com.paprbit.dcoder,Md Anawrul kabir Fahad,প্রোগ্রামিং এর হাতেখড়ি এই App দিয়েই. Having a great experience with this app. Thanks to it's developer.,5
com.paprbit.dcoder,Tuhin Saha,Best app ever on play store among all other apps,5
com.paprbit.dcoder,Vikram Vishwakarma,"Need python's latest version in decoder, help !",3
com.paprbit.dcoder,Amitabh Ghosh,"It is far better than other mobile ides available in play store it supports almost all Programming languages it also provides cloud storage to save your mobile internal storage So,if you are searching for a mobile ide go for this blindly",5
com.paprbit.dcoder,Alfred J,Amazing,5
com.paprbit.dcoder,Md Faruk,Nice,5
com.paprbit.dcoder,Iqra Ali,"This a pretty damn amazing platform where u will do coding everywhere rather than bring lapii or need PC !! Its just fantastic guys right """"",5
com.paprbit.dcoder,JAVED PATEL,This app holds my hands when i wants to learn programming❤,5
com.paprbit.dcoder,Godwin Moorkattil,Thankyou for making this app,5
com.paprbit.dcoder,Rickvian Aldi,"good idea, but i really lost track how to resubmit nodejs code, and no guide on how to read input for node js template, could work on the UI/UX flow for the app",3
com.paprbit.dcoder,Bad Names Left,"This app is easily in the top 5 best moblie programing apps on the play store. I highly recomend this app to anyone who wants to start programing. The challenges should say whether to use or not to use specific statments, loop, methods etc. I get the the output of the code right but the test cases wrong.",3
com.paprbit.dcoder,Muzammil Ibrahim,Include an option to increase keyboard height. Include programming symbols with in the letters like google keyboard,1
com.paprbit.dcoder,Vaishak Bajal,Beginner will have good code,4
com.paprbit.dcoder,Pratham Utekar,Nice app,4
com.paprbit.dcoder,Linx,"Great IDE. Tho, \n command is broken for Phyton.",5
com.paprbit.dcoder,numeric_limits,"The earlier statement I made about this compiler being the best one no longer rings true for the simple fact that it costs you points to host programs with multiple files. It's a shame, really. But it's still great!",4
com.paprbit.dcoder,Mousam Agarwal,LOVELY . THANK YOU DEVELOPER TEAM.FOR THIS. ALWAYS HAD A SEARCH FOR GOOD IDE IN ANDROID. YOU FULFILLED. GIVEN ANDROID USER A CHANCE TO EXPLORE. ❣️❣️❣️❣️❣️❣️,5
com.paprbit.dcoder,Bethwel Karanja,Doesn't even accept hello world. Just says error even after checking it a million times.,1
com.paprbit.dcoder,The Rozers Team,This Is Best Who Don't Have Laptop or Pc But want To code on mobile..keep it up !,5
com.paprbit.dcoder,Abu salim Ansari,Good coding app,5
com.paprbit.dcoder,Kelvin muhoro,Am getting addicted to coding by using your app.,5
com.paprbit.dcoder,Joseph V P,Great,5
com.paprbit.dcoder,Chitikela Rajesh,best app,4
com.paprbit.dcoder,Shubhadeep Ray,good app for programming practice,5
com.paprbit.dcoder,James DeHart,Any linux app i love trying to root,5
com.paprbit.dcoder,Manuel Astros,nice,5
com.paprbit.dcoder,Abdulrahman Said hussain,The app is very good .... but unfortunately does not work without internet,4
com.paprbit.dcoder,Selvin Julius76,Nice app for coding,5
com.paprbit.dcoder,Fusebie,Very useful,5
com.paprbit.dcoder,Sravanthi Thakkallapally,very nice and all platforms are available,5
com.paprbit.dcoder,Mazin Manjeri,Very good app for developers.,5
com.paprbit.dcoder,Mudabbir Jairajpuri,"Good Initiative !! May Creator bless You with more happiness, Blessings and more user's.",5
com.paprbit.dcoder,Mohammed Saqeeb,best ide ever for mobile,5
com.paprbit.dcoder,Unknown,Best experience but problem is premium version Please give some extra space for project,5
com.paprbit.dcoder,Karan Singh,Awsome app for learning code with android,5
com.paprbit.dcoder,Jurasi Park,GOOG,5
com.paprbit.dcoder,Nikita Chaurasia,"Its really very good app for coding first i impressed for this app because you can do more more programming languages codes like html,css,js,react js,pythan etc. Really its a amazing experience. Believe mee i use this app in 3years and more more websites disign by this app. It's a wonderful app.you can try😍",5
com.paprbit.dcoder,Babita Babita,this app is just amazing,4
com.paprbit.dcoder,Roham Saberi,It does not work on my phone,1
com.paprbit.dcoder,SHOK HABAR,Class,5
com.paprbit.dcoder,Kora Naga Masthan sai,Good maa,5
com.paprbit.dcoder,SANTOSH SRIVASTAVA,Osam,5
com.paprbit.dcoder,BTS A*R*M*Y,gatiya app thanks,1
com.paprbit.dcoder,Amir Safari,It's great,5
com.paprbit.dcoder,Aaron Angel,Cannot use without creating an account.,1
com.paprbit.dcoder,Aryan,"Good, but I have to face some difficulties because i am free user 😇.",3
com.paprbit.dcoder,Cran Can,Wonderful app,5
com.paprbit.dcoder,Hackers ALIVE,Login issues 😑,1
com.paprbit.dcoder,Deepak B,Good But lags while Coding big codes some times My Phone Chip has Enough Power To Run Big Apps So The App Need to Optimize and Load Faster,4
com.paprbit.dcoder,Viraj Kamble,Great App.,5
com.paprbit.dcoder,AYUSh Sharma,Good,4
com.paprbit.dcoder,FunTro Gaming,Bestest app ❤❤❤❤❤,5
com.paprbit.dcoder,Jason Murphy,Love it but say i dont know what im doing is thwre a teaching mode. Im trying to have my son learn but its been so long sence ive done basic stuff i dont know how to show him,5
com.paprbit.dcoder,Felix Ishaku,Its helps the beginners to exposed the coding,5
com.paprbit.dcoder,HOM Physiology,"It seems you need to register and log in to use this app. This should be stated at the top of the info. I would not have downloaded it, had I known.",1
com.paprbit.dcoder,ANUP KUMAR SAHA,Love this app.very good features,5
com.paprbit.dcoder,Rimrachai marma,best programming app for Android phone. But it's not support fatching data in js file 😥,3
com.paprbit.dcoder,Dnyaneshwar Borse,Its best app for coding on mobile,5
com.paprbit.dcoder,Bhairab Karmakar,I can not see my output on basis of css and js please assure me how to get output even I link the css and js through link and script tag but can not find my output. Plz tell me how I find my output a html file on css and js code it's only see the output when I code css and js as a inline code,2
com.paprbit.dcoder,Ibne Nahian,"Add Julia support , it will be a huge plus.",4
com.paprbit.dcoder,Knowdaboi Bruh,Helps me on my RobloxDev projects as well as get inspiration and change the pasted codes to make my topic successful. I love this app for my educational purposes too.,5
com.paprbit.dcoder,20UEC067Ramjee Pal,App is really good but some improvement need.,2
com.paprbit.dcoder,Gopi Chandu,I loved it,5
com.paprbit.dcoder,4JN19IS062 Prajwal B I,It's working fine,5
com.paprbit.dcoder,Nitish Tapse,Try to Convert it into Offline platform,4
com.paprbit.dcoder,N 4 Genius,🌠🌠Best app for coding. I realy recommending this app 🌠🌠,5
com.paprbit.dcoder,Omnipotent,Doesn't run gui.,3
com.paprbit.dcoder,Kuadey Cleo,Very helpful and easy to use,5
com.paprbit.dcoder,Saurabh Dupare,Great app for programming,4
com.paprbit.dcoder,Kishan Khanna,Probably the best app available on playstore.,5
com.paprbit.dcoder,Hema Nayak,Nice app for programming,5
com.paprbit.dcoder,STG killer,Nice for coding in mobile and pc,5
com.paprbit.dcoder,56_Kundan Kumar Yadav,Really it is very good app I have no tension of laptop if I have it . Also it is working very well.Thanks to the creator.,5
com.paprbit.dcoder,SaiyanZ United,"Is there anyway to run fopen, fclose etc like that, so that the compiler can access local files in my storage?",2
com.paprbit.dcoder,Shorya Pratap,Amazing app Very helpful for the beginners of programming language and for the poor guys like me who doesn't aford to buy laptop or any other type of machine.,5
com.paprbit.dcoder,Adrian Garbutt,Best so far,5
com.paprbit.dcoder,Stefan Such,"Slow and filled with subscriptions, the only thing of use I see is sharing projects. I'm sticking with pyDroid for coding on my phone.",2
com.paprbit.dcoder,Mohit mogra,it is too eco friendly,5
com.paprbit.dcoder,Oday MH,Goooooood,5
com.paprbit.dcoder,Silent Boy,👍,5
com.paprbit.dcoder,Sunil Savale,Its good for who don't have laptop,5
com.paprbit.dcoder,Justin Bache,I use it mainly as a quick way to jot down some code that I want to test out real quick and see how it acts out. It's great for me as a beginner since most of the projects I have at the moment are low demanding and this app allows me to practice on the go and test my ideas out.,5
com.paprbit.dcoder,sireesha rani,Worst app ever download ;;doesn't load the program,1
com.paprbit.dcoder,Lucky Singh,"This is an excellent💯 app for codding and all. I can code in which ever language I want. This is the best app i ever found in the mobile phone 📱to do such types of beautiful codes. This app is the best 👍💯 app in field of codding. This was the best, is the best, and will be the best app in the field of codding. I will also suggest the coders who don't have money to buy a pc Or laptop to install this app and try it they will also find this the best i am garunteed. The best 👍💯 I love it.",5
com.paprbit.dcoder,Ashutosh Verma,Nice,5
com.paprbit.dcoder,Stevie J Lucky,"This is the best IDE I have ever seen, so easy to use, making it possible to code anywhere. also I love the update, thanks for adding the features I requested.✊ update: add intellisense, autocomplete, keyboard shortcuts, code export as a zip file, then i will rate this 5star.",4
com.paprbit.dcoder,Patil Krishna_B,Excellent app,5
com.paprbit.dcoder,Naresh Kumar,Nice !,5
com.paprbit.dcoder,dt pro games ##,Very nice,5
com.paprbit.dcoder,Rasmikanta Behera,Please comes with auto suggest functions and suntax for essy to use . If we avoid this disadvantages all are good for the gui this offer us .thanks the programmer for give us this software.,5
com.paprbit.dcoder,Nimrod Trance,Very useful app to practice different programming language. Highly recommended to everyone.,5
com.paprbit.dcoder,Eswar Moorthi,Super,4
com.paprbit.dcoder,Clayton Hickey,No option for git,1
com.paprbit.dcoder,thejus kk,Great ui,5
com.paprbit.dcoder,Laxmi Kotrange,Excellent work,5
com.paprbit.dcoder,Prakhar Tiwari,thanks for providing this app.its a great app.🙏🙏,5
com.paprbit.dcoder,vandanapu namruthasai,Nice for coding àpp,5
com.paprbit.dcoder,Zain ul abideen Khan,I hardly review app but this time I had to say this is a great app with great concept and think I like the most is the challenge part and publishing your code between which helps you to understand how your code working with different users all around the world. It is easy to use except the challenge when I first use it (challenge) it was quite complicated to me to figure out how will I write the code in the challenge part. Can you add some something like stackover's help center .,4
com.paprbit.dcoder,Shreya Kumari,It's a great app to use when computer is not working.good app.,5
com.paprbit.dcoder,SKSS Shashank,Good,5
com.paprbit.dcoder,john barcelo,i give it five stars even thu i dont know what im doing its a good learning process,5
com.paprbit.dcoder,TECH TIPS,Lit🔥,5
com.paprbit.dcoder,Frederico,Excellent app! Would be great an option to change the font's size.,5
com.paprbit.dcoder,Sujata Goswami,Awesome community,5
com.paprbit.dcoder,Jerald Caducano,The best porgram,5
com.paprbit.dcoder,TØÚTØÚ ĞÆMÉR,"if you wanna code using your phone, Dcoder is the best choice for you",5
com.paprbit.dcoder,Ujjawal creative,Very nice App 📲 for coding,5
com.paprbit.dcoder,Ken Regan,Great app,5
com.paprbit.dcoder,Mayank Kumar,"as part of android user , this application coulb be best gor different creation with programming on web page and software ,frimware",5
com.paprbit.dcoder,naval Hurpade,Awesome....,5
com.paprbit.dcoder,Munna Kumar,Coding aap is the best aaplication aap The aap is the coding aap,5
com.paprbit.dcoder,Neelam Mishra,Nice,5
com.paprbit.dcoder,Anushka Shinde,How to compile our program in this app please tell me,1
com.paprbit.dcoder,Jordan Ravelino,The best at the moment but would be much better if has a suggestion,4
com.paprbit.dcoder,Debangan Chakraborty,"This app is more or less good but there is a small issue that is, it can't run programs with infinite loops. Anyways it is a good alternative to programming in PC and is very beneficial for students. Waiting for more to come from the developer!!",4
com.paprbit.dcoder,code Vode,Now it's working fine 😊😊,5
com.paprbit.dcoder,StepA1 Action,Can't open the app sometimes...,4
com.paprbit.dcoder,Ashimiyu Mubarak,I tried to open the app but requesting for referral code,1
com.paprbit.dcoder,Ankit Kumar,best app for coding,5
com.paprbit.dcoder,Hemanth Gowda.N,Best app for executing c programs in android phone,5
com.paprbit.dcoder,Pooja Verma,Nice and helpful app,5
com.paprbit.dcoder,Tamil Gaming Bro's,"The project files don't even appear in our device, so worst",3
com.paprbit.dcoder,koushik roy,"Dear Developer, There is a scrolling problem. We cannot scroll vertically and horizontally at the same time, when we are reading or writing the codes... pls fix it",3
com.paprbit.dcoder,137 Sai Sandeep Chandra,App is very easy to use.Just follow the instructions...,5
com.paprbit.dcoder,ff gaming,Mast,5
com.paprbit.dcoder,Mary McCormick,I'm begging for a way to import my .h files for C++ projects. Otherwise great app.,3
com.paprbit.dcoder,Google User,requires registration and internet connection,1
com.paprbit.dcoder,Ayotunde Ismail,A very good application to write and run your codes in different programming language.,5
com.paprbit.dcoder,Afu King Idyit,This is a good app but please for the love of Christ ADD AN UNDO BUTTON!!,4
com.paprbit.dcoder,Ian Mulkey,Fills an exceptional role and does it well. It has a kink or two but that doesn't distract from its usability.,4
com.paprbit.dcoder,Abhinav Mishra,Amazing app with less potential for basic users(non paid)...,4
com.paprbit.dcoder,Sumit Kumar Maity,Overall good but can you please add my sql option...it will be helpful for college students....,3
com.paprbit.dcoder,tramar thomas,"Had an issue with the poor editor they provide, but coming back to the app to find that my files were corrupted did it for me. Terrible app all round.",1
com.paprbit.dcoder,Josh Reimer,Perfect for sharing code and a lovely IDE.,5
com.paprbit.dcoder,Dilawar Khan,"i think ,this app perfrct smartphone coder😎😎😎😎😎😎",5
com.paprbit.dcoder,GRIN BANGLA,Nice,5
com.paprbit.dcoder,Rahees Mir,Very useful app. I recommend everyone to use it,5
com.paprbit.dcoder,Sumit Koli,Good,5
com.paprbit.dcoder,Tejaswi Kumar,Great app,5
com.paprbit.dcoder,Lord Nature,Hard to understabd,1
com.paprbit.dcoder,Vince Emigh,"I can't scroll horizontally in a code file. I'm forced to place the cursor, then manually scroll the cursor to the right or left, which is difficult with a screen that has curved edges. It's very hard to use this app now. I'm not sure what happened since the last time I used, but I find myself fighting just to do simple things, due to the navigation.",2
com.paprbit.dcoder,ambros afiandri,100%☆☆☆☆☆,5
com.paprbit.dcoder,Arka Maitra,Everything I ever wanted out of an coding app.,5
com.paprbit.dcoder,aryana miranda,Awesome,5
com.paprbit.dcoder,B A L A N,Good,4
com.paprbit.dcoder,Programming With Carlo,Cant find .dcoder_run file,1
com.paprbit.dcoder,Md. Touheed Nawaz,Nice application now I can code I my phone also😁😁,5
com.paprbit.dcoder,Aditya Bhendavadekar,This is very good application for programmer.👍😍,5
com.paprbit.dcoder,SAHEER Babu,werry bad and bad then bad,1
com.paprbit.dcoder,Maya Jaal,it's good for me,2
com.paprbit.dcoder,Aaditya Kulkarni,Best for mobile Coding!,5
com.paprbit.dcoder,tanvir sharier,The worst one ive ever used so far. Every second time you try to compile a code this shows a message to get its premium one and guess what you cant see the compilation result or cant edit the code until you close it and restart it.,2
com.paprbit.dcoder,Ange Mobio,Excellent,5
com.paprbit.dcoder,EIG 520,"it's a nice app for coding, and the custom keyboard it provides for you to turn on is perfect for coding.",5
com.paprbit.dcoder,Carl Amat,This is a good coding app for mobile.,5
com.paprbit.dcoder,Kola Naga pavan kumar,Good app without money,5
com.paprbit.dcoder,Yogesh Sharma,I never rate apps but this app is so good. It have everything that a coder need,5
com.paprbit.dcoder,Mrunal Bhamare,Needs to have some visual studio code features.,4
com.paprbit.dcoder,Fahad,Very goog.best for mobile coding And can ascess file from anywhere,5
com.paprbit.dcoder,Vasantha Natarajan,It's is super app and it's is so useful thank you so much,5
com.paprbit.dcoder,Giridhar Reddy,Great for students,5
com.paprbit.dcoder,Haseeb Khan,Very Great App. Please Add Some Auto Suggestions While Writing Code.,4
com.paprbit.dcoder,Jesna Joseph,Great for java,5
com.paprbit.dcoder,Gloria Valde,don't want to register to try the app thanks,1
com.paprbit.dcoder,Skittles Xavier,"Best app for programming beginners or pros with a GitHub account.Has git clone which is amazing!it has compact compiler.though,the compliers are very basic.YOU COULD DO SOME REAL CODING HERE!!!",5
com.paprbit.dcoder,Ganesan .R,sometimes not suitable for editing a long line of text.,4
com.paprbit.dcoder,Basil Mohammedbasil,I love it . Because it teaches me how to coding,5
com.paprbit.dcoder,hariprasad guntuku,Thanks!! for providing such a programming environment for mobile.,5
com.paprbit.dcoder,Ok Google,Works well for Haskell,5
com.paprbit.dcoder,11 Kaustav Shikder,Nice,5
com.paprbit.dcoder,Rizwan Attari,{ I am a student of Web development and i can say that any other app is not Compareble with this Android IDE we can Code in almost any Programming languages with this but only one thing that i missing that intelisence or snippets for coding it would be great if we can use Snippets and intelisence for any languages },4
com.paprbit.dcoder,whats that,Great app,5
com.paprbit.dcoder,Pinky Agrawal,Very good bro you are awesome 😎,5
com.paprbit.dcoder,Rohit Magar,Nice app its like vs code for Android users,5
com.paprbit.dcoder,Arvind Ms,Valimai update,5
com.paprbit.dcoder,KISHORE KARWAITI,I love coding,5
